,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,유사_업종_점포_수,프랜차이즈_점포_수,연간_개업_수_합,연간_폐업_수_합,2024_연평균_유동인구,영역_면적,점포_증감률,경쟁도_지수,업종_면적_밀도,점포당_유동인구,전망_등급
575,11200645,옥수동,CS100002,중식음식점,6,7,1,0,1,2891011.25,1922027,-0.16666666666666666,1.0,3.121704325693656,481835.2083333333,주의
576,11200645,옥수동,CS100003,일식음식점,6,7,1,2,3,2891011.25,1922027,-0.16666666666666666,1.0,3.121704325693656,481835.2083333333,주의
577,11200645,옥수동,CS100004,양식음식점,9,9,0,0,0,2891011.25,1922027,0.0,1.0,4.682556488540484,321223.47222222225,보통
578,11200645,옥수동,CS100005,제과점,9,14,5,2,2,2891011.25,1922027,0.0,1.0,4.682556488540484,321223.47222222225,보통
579,11200645,옥수동,CS100006,패스트푸드점,8,11,3,1,2,2891011.25,1922027,-0.125,1.0,4.162272434258208,361376.40625,주의
580,11200645,옥수동,CS100007,치킨전문점,3,9,6,0,0,2891011.25,1922027,0.0,1.0,1.560852162846828,963670.4166666666,전망 좋음
581,11200645,옥수동,CS100008,분식전문점,11,16,5,4,4,2891011.25,1922027,0.0,1.0,5.723124597105036,262819.20454545453,보통
582,11200645,옥수동,CS100009,호프-간이주점,8,9,1,2,2,2891011.25,1922027,0.0,1.0,4.162272434258208,361376.40625,보통
583,11200645,옥수동,CS100010,커피-음료,22,29,7,5,5,2891011.25,1922027,0.0,0.9999999999999999,11.446249194210072,131409.60227272726,보통
584,11200650,성수1가1동,CS100001,한식음식점,78,84,6,19,8,3139308.5,1885875,0.14102564102564102,1.0,41.36011135414596,40247.544871794875,보통
585,11200650,성수1가1동,CS100002,중식음식점,10,12,2,0,1,3139308.5,1885875,-0.1,1.0,5.302578378736661,313930.85,주의
586,11200650,성수1가1동,CS100003,일식음식점,16,17,1,3,0,3139308.5,1885875,0.1875,1.0,8.484125405978657,196206.78125,보통
587,11200650,성수1가1동,CS100004,양식음식점,48,50,2,6,6,3139308.5,1885875,0.0,1.0,25.45237621793597,65402.260416666664,보통
588,11200650,성수1가1동,CS100005,제과점,21,22,1,4,2,3139308.5,1885875,0.09523809523809523,1.0,11.135414595346989,149490.88095238095,보통
589,11200650,성수1가1동,CS100006,패스트푸드점,8,14,6,3,5,3139308.5,1885875,-0.25,1.0,4.242062702989329,392413.5625,주의
590,11200650,성수1가1동,CS100007,치킨전문점,1,7,6,0,0,3139308.5,1885875,0.0,1.0,0.5302578378736661,3139308.5,전망 좋음
591,11200650,성수1가1동,CS100008,분식전문점,17,19,2,4,9,3139308.5,1885875,-0.29411764705882354,1.0,9.014383243852324,184665.20588235295,주의
592,11200650,성수1가1동,CS100009,호프-간이주점,21,21,0,1,2,3139308.5,1885875,-0.047619047619047616,1.0,11.135414595346989,149490.88095238095,주의
593,11200650,성수1가1동,CS100010,커피-음료,62,76,14,12,16,3139308.5,1885875,-0.06451612903225806,1.0,32.8759859481673,50634.00806451613,주의
594,11200660,성수1가2동,CS100001,한식음식점,190,206,16,47,26,5637144.0,930086,0.11052631578947368,1.0,204.2821846581929,29669.178947368422,보통
595,11200660,성수1가2동,CS100002,중식음식점,14,15,1,2,6,5637144.0,930086,-0.2857142857142857,1.0,15.052371501130004,402653.14285714284,주의
596,11200660,성수1가2동,CS100003,일식음식점,51,56,5,12,8,5637144.0,930086,0.0784313725490196,1.0,54.83363903983073,110532.23529411765,보통
597,11200660,성수1가2동,CS100004,양식음식점,99,102,3,25,23,5637144.0,930086,0.020202020202020204,1.0,106.44176990084789,56940.84848484849,보통
598,11200660,성수1가2동,CS100005,제과점,46,47,1,7,14,5637144.0,930086,-0.15217391304347827,1.0,49.45779207514144,122546.60869565218,주의
599,11200660,성수1가2동,CS100006,패스트푸드점,23,29,6,5,6,5637144.0,930086,-0.043478260869565216,1.0,24.72889603757072,245093.21739130435,주의
600,11200660,성수1가2동,CS100007,치킨전문점,4,11,7,0,1,5637144.0,930086,-0.25,1.0,4.30067757175143,1409286.0,주의
601,11200660,성수1가2동,CS100008,분식전문점,22,30,8,5,4,5637144.0,930086,0.045454545454545456,1.0,23.65372664463286,256233.81818181818,보통
602,11200660,성수1가2동,CS100009,호프-간이주점,42,53,11,4,14,5637144.0,930086,-0.23809523809523808,1.0,45.15711450339001,134217.7142857143,주의
603,11200660,성수1가2동,CS100010,커피-음료,197,222,25,36,35,5637144.0,930086,0.005076142131979695,1.0,211.8083704087579,28614.94416243655,보통
604,11200670,성수2가1동,CS100001,한식음식점,150,163,13,21,15,5035139.25,1184964,0.04,1.0,126.58612413541678,33567.595,보통
605,11200670,성수2가1동,CS100002,중식음식점,11,12,1,2,1,5035139.25,1184964,0.09090909090909091,0.9999999999999999,9.28298243659723,457739.9318181818,보통
606,11200670,성수2가1동,CS100003,일식음식점,20,21,1,6,5,5035139.25,1184964,0.05,1.0,16.878149884722237,251756.9625,보통
607,11200670,성수2가1동,CS100004,양식음식점,58,61,3,14,9,5035139.25,1184964,0.08620689655172414,0.9999999999999999,48.94663466569449,86812.74568965517,보통
608,11200670,성수2가1동,CS100005,제과점,29,31,2,5,4,5035139.25,1184964,0.034482758620689655,0.9999999999999999,24.473317332847245,173625.49137931035,보통
609,11200670,성수2가1동,CS100006,패스트푸드점,20,22,2,1,3,5035139.25,1184964,-0.1,1.0,16.878149884722237,251756.9625,주의
610,11200670,성수2가1동,CS100007,치킨전문점,8,14,6,0,0,5035139.25,1184964,0.0,1.0,6.751259953888895,629392.40625,전망 좋음
611,11200670,성수2가1동,CS100008,분식전문점,30,34,4,8,7,5035139.25,1184964,0.03333333333333333,0.9999999999999999,25.317224827083358,167837.975,보통
612,11200670,성수2가1동,CS100009,호프-간이주점,54,59,5,3,7,5035139.25,1184964,-0.07407407407407407,1.0,45.571004688750044,93243.31944444444,주의
613,11200670,성수2가1동,CS100010,커피-음료,92,105,13,15,16,5035139.25,1184964,-0.010869565217391304,1.0,77.63948946972229,54729.774456521736,주의
614,11200690,성수2가3동,CS100001,한식음식점,265,299,34,46,41,5605790.75,1054501,0.018867924528301886,0.9999999999999999,251.30369719895953,21153.927358490568,보통
615,11200690,성수2가3동,CS100002,중식음식점,20,26,6,3,7,5605790.75,1054501,-0.2,1.0,18.966316769732796,280289.5375,주의
616,11200690,성수2가3동,CS100003,일식음식점,54,62,8,14,9,5605790.75,1054501,0.09259259259259259,1.0,51.20905527827855,103810.93981481482,보통
617,11200690,성수2가3동,CS100004,양식음식점,62,66,4,10,15,5605790.75,1054501,-0.08064516129032258,1.0,58.79558198617166,90415.97983870968,주의
618,11200690,성수2가3동,CS100005,제과점,37,45,8,13,5,5605790.75,1054501,0.21621621621621623,1.0,35.08768602400567,151507.8581081081,보통
619,11200690,성수2가3동,CS100006,패스트푸드점,20,34,14,3,6,5605790.75,1054501,-0.15,1.0,18.966316769732796,280289.5375,주의
620,11200690,성수2가3동,CS100007,치킨전문점,2,9,7,1,3,5605790.75,1054501,-1.0,1.0,1.8966316769732794,2802895.375,주의
621,11200690,성수2가3동,CS100008,분식전문점,24,29,5,9,14,5605790.75,1054501,-0.20833333333333334,0.9999999999999999,22.759580123679353,233574.61458333334,주의
622,11200690,성수2가3동,CS100009,호프-간이주점,50,56,6,3,17,5605790.75,1054501,-0.28,1.0000000000000002,47.415791924331984,112115.815,주의
623,11200690,성수2가3동,CS100010,커피-음료,169,206,37,42,33,5605790.75,1054501,0.05325443786982249,1.0,160.2653767042421,33170.35946745562,보통
624,11200720,송정동,CS100001,한식음식점,36,37,1,6,9,2988106.0,681916,-0.08333333333333333,1.0,52.79242604660985,83002.94444444444,주의
625,11200720,송정동,CS100002,중식음식점,2,2,0,0,0,2988106.0,681916,0.0,1.0,2.9329125581449915,1494053.0,전망 좋음
626,11200720,송정동,CS100003,일식음식점,2,2,0,0,0,2988106.0,681916,0.0,1.0,2.9329125581449915,1494053.0,전망 좋음
627,11200720,송정동,CS100004,양식음식점,7,7,0,3,2,2988106.0,681916,0.14285714285714285,1.0,10.26519395350747,426872.28571428574,보통
628,11200720,송정동,CS100005,제과점,8,8,0,3,1,2988106.0,681916,0.25,1.0,11.731650232579966,373513.25,보통
629,11200720,송정동,CS100006,패스트푸드점,3,4,1,1,2,2988106.0,681916,-0.3333333333333333,1.0,4.399368837217487,996035.3333333334,주의
630,11200720,송정동,CS100007,치킨전문점,3,4,1,0,0,2988106.0,681916,0.0,1.0,4.399368837217487,996035.3333333334,전망 좋음
631,11200720,송정동,CS100008,분식전문점,6,6,0,0,0,2988106.0,681916,0.0,1.0,8.798737674434975,498017.6666666667,보통
632,11200720,송정동,CS100009,호프-간이주점,5,5,0,1,1,2988106.0,681916,0.0,1.0,7.332281395362479,597621.2,전망 좋음
633,11200720,송정동,CS100010,커피-음료,25,27,2,9,5,2988106.0,681916,0.16,1.0,36.661406976812394,119524.24,보통
634,11200790,용답동,CS100001,한식음식점,116,126,10,24,13,3398375.25,2377148,0.09482758620689655,1.0,48.79797135054275,29296.338362068964,보통
635,11200790,용답동,CS100002,중식음식점,8,8,0,1,1,3398375.25,2377148,0.0,1.0,3.36537733452019,424796.90625,보통
636,11200790,용답동,CS100003,일식음식점,8,8,0,2,3,3398375.25,2377148,-0.125,1.0,3.36537733452019,424796.90625,주의
637,11200790,용답동,CS100004,양식음식점,5,6,1,1,3,3398375.25,2377148,-0.4,1.0,2.1033608340751186,679675.05,주의
638,11200790,용답동,CS100005,제과점,3,4,1,0,1,3398375.25,2377148,-0.3333333333333333,1.0,1.2620165004450712,1132791.75,주의
639,11200790,용답동,CS100006,패스트푸드점,2,4,2,0,1,3398375.25,2377148,-0.5,1.0,0.8413443336300475,1699187.625,주의
640,11200790,용답동,CS100007,치킨전문점,2,8,6,1,1,3398375.25,2377148,0.0,1.0,0.8413443336300475,1699187.625,전망 좋음
641,11200790,용답동,CS100008,분식전문점,12,19,7,3,6,3398375.25,2377148,-0.25,1.0,5.048066001780285,283197.9375,주의
642,11200790,용답동,CS100009,호프-간이주점,21,24,3,2,5,3398375.25,2377148,-0.14285714285714285,1.0,8.834115503115498,161827.39285714287,주의
643,11200790,용답동,CS100010,커피-음료,27,39,12,9,11,3398375.25,2377148,-0.07407407407407407,1.0,11.35814850400564,125865.75,주의
644,11215710,화양동,CS100001,한식음식점,308,372,64,89,57,9435362.25,1166008,0.1038961038961039,1.0,264.1491310522741,30634.29301948052,보통
645,11215710,화양동,CS100002,중식음식점,28,33,5,9,8,9435362.25,1166008,0.03571428571428571,1.0,24.013557368388554,336977.22321428574,보통
646,11215710,화양동,CS100003,일식음식점,49,62,13,14,9,9435362.25,1166008,0.10204081632653061,1.0,42.02372539467997,192558.41326530612,보통
647,11215710,화양동,CS100004,양식음식점,68,73,5,14,18,9435362.25,1166008,-0.058823529411764705,0.9999999999999999,58.31863932322935,138755.32720588235,주의
648,11215710,화양동,CS100005,제과점,19,31,12,5,7,9435362.25,1166008,-0.10526315789473684,1.0,16.294913928549377,496598.0131578947,주의
649,11215710,화양동,CS100006,패스트푸드점,27,55,28,9,10,9435362.25,1166008,-0.037037037037037035,1.0,23.155930319517534,349457.8611111111,주의
650,11215710,화양동,CS100007,치킨전문점,11,40,29,1,6,9435362.25,1166008,-0.45454545454545453,1.0,9.433897537581219,857760.2045454546,주의
651,11215710,화양동,CS100008,분식전문점,57,73,16,22,18,9435362.25,1166008,0.07017543859649122,1.0,48.88474178564813,165532.67105263157,보통
652,11215710,화양동,CS100009,호프-간이주점,195,223,28,15,55,9435362.25,1166008,-0.20512820512820512,0.9999999999999999,167.23727452984886,48386.473076923074,주의
653,11215710,화양동,CS100010,커피-음료,148,195,47,26,31,9435362.25,1166008,-0.033783783783783786,0.9999999999999999,126.92880323291094,63752.44763513513,주의
654,11215730,군자동,CS100001,한식음식점,140,167,27,45,40,6667800.25,738025,0.03571428571428571,0.9999999999999999,189.69547102062938,47627.14464285714,보통
655,11215730,군자동,CS100002,중식음식점,19,19,0,5,4,6667800.25,738025,0.05263157894736842,1.0,25.7443853527997,350936.8552631579,보통
656,11215730,군자동,CS100003,일식음식점,18,22,4,6,5,6667800.25,738025,0.05555555555555555,1.0000000000000002,24.38941770265235,370433.34722222225,보통
657,11215730,군자동,CS100004,양식음식점,28,31,3,6,5,6667800.25,738025,0.03571428571428571,1.0,37.93909420412587,238135.7232142857,보통
658,11215730,군자동,CS100005,제과점,17,22,5,3,5,6667800.25,738025,-0.11764705882352941,1.0,23.034450052504994,392223.54411764705,주의
659,11215730,군자동,CS100006,패스트푸드점,11,21,10,5,4,6667800.25,738025,0.09090909090909091,1.0,14.904644151620879,606163.6590909091,전망 좋음
660,11215730,군자동,CS100007,치킨전문점,7,18,11,0,2,6667800.25,738025,-0.2857142857142857,0.9999999999999999,9.484773551031468,952542.8928571428,주의
661,11215730,군자동,CS100008,분식전문점,28,37,9,6,2,6667800.25,738025,0.14285714285714285,1.0,37.93909420412587,238135.7232142857,보통
662,11215730,군자동,CS100009,호프-간이주점,52,60,8,8,11,6667800.25,738025,-0.057692307692307696,1.0,70.45831780766234,128226.92788461539,주의
663,11215730,군자동,CS100010,커피-음료,59,85,26,13,16,6667800.25,738025,-0.05084745762711865,0.9999999999999999,79.9430913586938,113013.56355932204,주의
664,11215740,중곡1동,CS100001,한식음식점,125,134,9,18,15,3806958.0,614505,0.024,1.0,203.4157573982311,30455.664,보통
665,11215740,중곡1동,CS100002,중식음식점,9,9,0,0,1,3806958.0,614505,-0.1111111111111111,1.0,14.645934532672639,422995.3333333333,주의
666,11215740,중곡1동,CS100003,일식음식점,10,10,0,6,2,3806958.0,614505,0.4,1.0,16.273260591858488,380695.8,보통
667,11215740,중곡1동,CS100004,양식음식점,14,15,1,3,2,3806958.0,614505,0.07142857142857142,1.0,22.782564828601885,271925.5714285714,보통
668,11215740,중곡1동,CS100005,제과점,11,12,1,1,3,3806958.0,614505,-0.18181818181818182,0.9999999999999999,17.90058665104434,346087.0909090909,주의
669,11215740,중곡1동,CS100006,패스트푸드점,0,2,2,0,1,3806958.0,614505,-inf,0.0,0.0,inf,주의
670,11215740,중곡1동,CS100007,치킨전문점,10,17,7,0,1,3806958.0,614505,-0.1,1.0,16.273260591858488,380695.8,주의
671,11215740,중곡1동,CS100008,분식전문점,18,23,5,8,5,3806958.0,614505,0.16666666666666666,1.0,29.291869065345278,211497.66666666666,보통
672,11215740,중곡1동,CS100009,호프-간이주점,65,66,1,6,9,3806958.0,614505,-0.046153846153846156,1.0,105.77619384708018,58568.584615384614,주의
673,11215740,중곡1동,CS100010,커피-음료,46,48,2,8,7,3806958.0,614505,0.021739130434782608,1.0,74.85699872254905,82759.95652173914,보통
674,11215750,중곡2동,CS100001,한식음식점,107,115,8,23,18,4527045.0,545542,0.04672897196261682,1.0,196.13521965311563,42308.831775700935,보통
675,11215750,중곡2동,CS100002,중식음식점,13,13,0,6,1,4527045.0,545542,0.38461538461538464,1.0,23.829512668135543,348234.23076923075,보통
676,11215750,중곡2동,CS100003,일식음식점,18,20,2,3,2,4527045.0,545542,0.05555555555555555,1.0,32.994709848187675,251502.5,보통
677,11215750,중곡2동,CS100004,양식음식점,15,17,2,5,7,4527045.0,545542,-0.13333333333333333,0.9999999999999999,27.495591540156397,301803.0,주의
678,11215750,중곡2동,CS100005,제과점,10,12,2,2,6,4527045.0,545542,-0.4,1.0,18.330394360104265,452704.5,주의
679,11215750,중곡2동,CS100006,패스트푸드점,3,9,6,3,1,4527045.0,545542,0.6666666666666666,1.0,5.499118308031279,1509015.0,전망 좋음
680,11215750,중곡2동,CS100007,치킨전문점,1,11,10,0,2,4527045.0,545542,-2.0,1.0,1.8330394360104265,4527045.0,주의
681,11215750,중곡2동,CS100008,분식전문점,12,17,5,2,3,4527045.0,545542,-0.08333333333333333,1.0000000000000002,21.996473232125116,377253.75,주의
682,11215750,중곡2동,CS100009,호프-간이주점,37,38,1,6,5,4527045.0,545542,0.02702702702702703,1.0,67.82245913238577,122352.56756756757,보통
683,11215750,중곡2동,CS100010,커피-음료,39,53,14,10,8,4527045.0,545542,0.05128205128205128,1.0,71.48853800440664,116078.07692307692,보통
684,11215760,중곡3동,CS100001,한식음식점,93,100,7,21,23,4899273.5,601866,-0.021505376344086023,1.0,154.51944452751943,52680.36021505376,주의
685,11215760,중곡3동,CS100002,중식음식점,5,8,3,1,0,4899273.5,601866,0.2,1.0,8.30749701760857,979854.7,전망 좋음
686,11215760,중곡3동,CS100003,일식음식점,2,3,1,0,1,4899273.5,601866,-0.5,1.0,3.322998807043428,2449636.75,주의
687,11215760,중곡3동,CS100004,양식음식점,9,9,0,5,0,4899273.5,601866,0.5555555555555556,1.0,14.953494631695428,544363.7222222222,보통
688,11215760,중곡3동,CS100005,제과점,8,9,1,1,6,4899273.5,601866,-0.625,1.0,13.291995228173713,612409.1875,주의
689,11215760,중곡3동,CS100006,패스트푸드점,7,14,7,1,0,4899273.5,601866,0.14285714285714285,1.0,11.630495824651998,699896.2142857143,전망 좋음
690,11215760,중곡3동,CS100007,치킨전문점,3,10,7,1,1,4899273.5,601866,0.0,1.0,4.9844982105651425,1633091.1666666667,전망 좋음
691,11215760,중곡3동,CS100008,분식전문점,10,20,10,3,2,4899273.5,601866,0.1,1.0,16.61499403521714,489927.35,보통
692,11215760,중곡3동,CS100009,호프-간이주점,49,49,0,9,9,4899273.5,601866,0.0,1.0,81.413470772564,99985.17346938775,보통
693,11215760,중곡3동,CS100010,커피-음료,32,45,13,12,17,4899273.5,601866,-0.15625,1.0,53.16798091269485,153102.296875,주의
694,11215770,중곡4동,CS100001,한식음식점,95,106,11,24,16,6378004.0,2313468,0.08421052631578947,1.0,41.0638919578745,67136.88421052632,보통
695,11215770,중곡4동,CS100002,중식음식점,6,7,1,1,1,6378004.0,2313468,0.0,1.0,2.5935089657604946,1063000.6666666667,전망 좋음
696,11215770,중곡4동,CS100003,일식음식점,9,10,1,4,1,6378004.0,2313468,0.3333333333333333,1.0,3.8902634486407424,708667.1111111111,전망 좋음
697,11215770,중곡4동,CS100004,양식음식점,3,3,0,1,1,6378004.0,2313468,0.0,1.0,1.2967544828802473,2126001.3333333335,전망 좋음
698,11215770,중곡4동,CS100005,제과점,13,14,1,0,2,6378004.0,2313468,-0.15384615384615385,1.0,5.619269425814405,490615.6923076923,주의
699,11215770,중곡4동,CS100006,패스트푸드점,4,9,5,2,0,6378004.0,2313468,0.5,1.0,1.7290059771736632,1594501.0,전망 좋음
700,11215770,중곡4동,CS100007,치킨전문점,5,12,7,2,3,6378004.0,2313468,-0.2,1.0,2.161257471467079,1275600.8,주의
701,11215770,중곡4동,CS100008,분식전문점,26,26,0,6,9,6378004.0,2313468,-0.11538461538461539,1.0,11.23853885162881,245307.84615384616,주의
702,11215770,중곡4동,CS100009,호프-간이주점,27,30,3,3,4,6378004.0,2313468,-0.037037037037037035,1.0,11.670790345922226,236222.37037037036,주의
703,11215770,중곡4동,CS100010,커피-음료,35,46,11,9,16,6378004.0,2313468,-0.2,1.0,15.128802300269554,182228.6857142857,주의
704,11215780,능동,CS100001,한식음식점,52,65,13,11,7,2191269.25,1092105,0.07692307692307693,1.0,47.6144693046914,42139.793269230766,보통
705,11215780,능동,CS100002,중식음식점,5,7,2,0,0,2191269.25,1092105,0.0,1.0,4.578314356220327,438253.85,보통
706,11215780,능동,CS100003,일식음식점,5,6,1,2,2,2191269.25,1092105,0.0,1.0,4.578314356220327,438253.85,보통
707,11215780,능동,CS100004,양식음식점,11,13,2,2,0,2191269.25,1092105,0.18181818181818182,1.0,10.072291583684718,199206.29545454544,보통
708,11215780,능동,CS100005,제과점,8,11,3,1,1,2191269.25,1092105,0.0,1.0,7.3253029699525225,273908.65625,보통
709,11215780,능동,CS100006,패스트푸드점,3,6,3,0,1,2191269.25,1092105,-0.3333333333333333,1.0,2.7469886137321957,730423.0833333334,주의
710,11215780,능동,CS100007,치킨전문점,3,6,3,0,2,2191269.25,1092105,-0.6666666666666666,1.0,2.7469886137321957,730423.0833333334,주의
711,11215780,능동,CS100008,분식전문점,9,14,5,2,1,2191269.25,1092105,0.1111111111111111,1.0,8.240965841196587,243474.36111111112,보통
712,11215780,능동,CS100009,호프-간이주점,23,29,6,5,8,2191269.25,1092105,-0.13043478260869565,1.0,21.060246038613503,95272.57608695653,주의
713,11215780,능동,CS100010,커피-음료,26,34,8,5,6,2191269.25,1092105,-0.038461538461538464,1.0,23.8072346523457,84279.58653846153,주의
714,11215810,광장동,CS100001,한식음식점,70,80,10,15,13,6047244.75,2393761,0.02857142857142857,1.0,29.242685464421886,86389.21071428571,보통
715,11215810,광장동,CS100002,중식음식점,4,4,0,0,1,6047244.75,2393761,-0.25,1.0,1.671010597966965,1511811.1875,주의
716,11215810,광장동,CS100003,일식음식점,9,10,1,3,1,6047244.75,2393761,0.2222222222222222,1.0,3.7597738454256713,671916.0833333334,전망 좋음
717,11215810,광장동,CS100004,양식음식점,10,13,3,2,2,6047244.75,2393761,0.0,1.0,4.177526494917412,604724.475,전망 좋음
718,11215810,광장동,CS100005,제과점,8,13,5,1,4,6047244.75,2393761,-0.375,1.0,3.34202119593393,755905.59375,주의
719,11215810,광장동,CS100006,패스트푸드점,4,9,5,0,1,6047244.75,2393761,-0.25,1.0,1.671010597966965,1511811.1875,주의
720,11215810,광장동,CS100007,치킨전문점,1,11,10,1,3,6047244.75,2393761,-2.0,1.0,0.41775264949174123,6047244.75,주의
721,11215810,광장동,CS100008,분식전문점,16,29,13,5,5,6047244.75,2393761,0.0,1.0,6.68404239186786,377952.796875,보통
722,11215810,광장동,CS100009,호프-간이주점,17,17,0,1,3,6047244.75,2393761,-0.11764705882352941,1.0,7.101795041359601,355720.2794117647,주의
723,11215810,광장동,CS100010,커피-음료,47,67,20,9,10,6047244.75,2393761,-0.02127659574468085,1.0,19.634374526111838,128664.78191489361,주의
724,11215820,자양1동,CS100001,한식음식점,135,161,26,24,21,8069889.25,568868,0.022222222222222223,1.0,237.31340135145587,59776.957407407404,보통
725,11215820,자양1동,CS100002,중식음식점,15,17,2,3,1,8069889.25,568868,0.13333333333333333,0.9999999999999999,26.368155705717317,537992.6166666667,보통
726,11215820,자양1동,CS100003,일식음식점,10,11,1,1,1,8069889.25,568868,0.0,1.0,17.57877047047821,806988.925,보통
727,11215820,자양1동,CS100004,양식음식점,13,14,1,3,2,8069889.25,568868,0.07692307692307693,1.0,22.852401611621676,620760.7115384615,보통
728,11215820,자양1동,CS100005,제과점,13,13,0,0,2,8069889.25,568868,-0.15384615384615385,1.0,22.852401611621676,620760.7115384615,주의
729,11215820,자양1동,CS100006,패스트푸드점,5,16,11,1,2,8069889.25,568868,-0.2,1.0,8.789385235239106,1613977.85,주의
730,11215820,자양1동,CS100007,치킨전문점,10,20,10,3,4,8069889.25,568868,-0.1,1.0,17.57877047047821,806988.925,주의
731,11215820,자양1동,CS100008,분식전문점,24,31,7,4,5,8069889.25,568868,-0.041666666666666664,1.0,42.189049129147705,336245.3854166667,주의
732,11215820,자양1동,CS100009,호프-간이주점,19,24,5,4,5,8069889.25,568868,-0.05263157894736842,0.9999999999999999,33.3996638939086,424731.0131578947,주의
733,11215820,자양1동,CS100010,커피-음료,43,53,10,12,9,8069889.25,568868,0.06976744186046512,1.0,75.58871302305631,187671.84302325582,보통
734,11215830,자양2동,CS100001,한식음식점,69,75,6,13,9,5344197.5,1657523,0.057971014492753624,1.0,41.6283816272836,77452.13768115942,보통
735,11215830,자양2동,CS100002,중식음식점,4,4,0,0,0,5344197.5,1657523,0.0,1.0,2.413239514625136,1336049.375,전망 좋음
736,11215830,자양2동,CS100003,일식음식점,12,12,0,2,1,5344197.5,1657523,0.08333333333333333,1.0,7.239718543875409,445349.7916666667,보통
737,11215830,자양2동,CS100004,양식음식점,8,8,0,1,1,5344197.5,1657523,0.0,1.0,4.826479029250272,668024.6875,전망 좋음
738,11215830,자양2동,CS100005,제과점,8,12,4,1,1,5344197.5,1657523,0.0,1.0,4.826479029250272,668024.6875,전망 좋음
739,11215830,자양2동,CS100006,패스트푸드점,5,9,4,2,4,5344197.5,1657523,-0.4,1.0,3.0165493932814202,1068839.5,주의
740,11215830,자양2동,CS100007,치킨전문점,4,10,6,0,1,5344197.5,1657523,-0.25,1.0,2.413239514625136,1336049.375,주의
741,11215830,자양2동,CS100008,분식전문점,15,21,6,4,2,5344197.5,1657523,0.13333333333333333,1.0,9.049648179844262,356279.8333333333,보통
742,11215830,자양2동,CS100009,호프-간이주점,22,27,5,1,2,5344197.5,1657523,-0.045454545454545456,1.0,13.272817330438249,242918.06818181818,주의
743,11215830,자양2동,CS100010,커피-음료,33,46,13,10,11,5344197.5,1657523,-0.030303030303030304,1.0,19.909225995657376,161945.37878787878,주의
744,11215840,자양3동,CS100001,한식음식점,74,88,14,11,9,6805532.75,1196419,0.02702702702702703,1.0,61.85124107858535,91966.65878378379,보통
745,11215840,자양3동,CS100002,중식음식점,8,8,0,0,0,6805532.75,1196419,0.0,1.0,6.6866206571443625,850691.59375,전망 좋음
746,11215840,자양3동,CS100003,일식음식점,9,14,5,0,2,6805532.75,1196419,-0.2222222222222222,1.0,7.5224482392874075,756170.3055555555,주의
747,11215840,자양3동,CS100004,양식음식점,12,15,3,4,3,6805532.75,1196419,0.08333333333333333,1.0,10.029930985716543,567127.7291666666,전망 좋음
748,11215840,자양3동,CS100005,제과점,11,17,6,3,2,6805532.75,1196419,0.09090909090909091,1.0,9.194103403573498,618684.7954545454,전망 좋음
749,11215840,자양3동,CS100006,패스트푸드점,5,15,10,4,3,6805532.75,1196419,0.2,1.0,4.179137910715227,1361106.55,전망 좋음
750,11215840,자양3동,CS100007,치킨전문점,2,12,10,2,1,6805532.75,1196419,0.5,1.0,1.6716551642860906,3402766.375,전망 좋음
751,11215840,자양3동,CS100008,분식전문점,20,37,17,7,6,6805532.75,1196419,0.05,1.0,16.716551642860907,340276.6375,보통
752,11215840,자양3동,CS100009,호프-간이주점,9,11,2,0,2,6805532.75,1196419,-0.2222222222222222,1.0000000000000002,7.5224482392874075,756170.3055555555,주의
753,11215840,자양3동,CS100010,커피-음료,41,60,19,10,8,6805532.75,1196419,0.04878048780487805,1.0,34.26893086786485,165988.6036585366,보통
754,11215847,자양4동,CS100001,한식음식점,129,148,19,20,15,8943897.75,1180023,0.03875968992248062,1.0,109.31990308663475,69332.54069767441,보통
755,11215847,자양4동,CS100002,중식음식점,101,107,6,21,24,8943897.75,1180023,-0.0297029702970297,1.0,85.59155202907061,88553.44306930693,주의
756,11215847,자양4동,CS100003,일식음식점,17,19,2,5,2,8943897.75,1180023,0.17647058823529413,1.0,14.406498856378223,526111.6323529412,보통
757,11215847,자양4동,CS100004,양식음식점,12,13,1,3,6,8943897.75,1180023,-0.25,1.0,10.169293310384628,745324.8125,주의
758,11215847,자양4동,CS100005,제과점,14,15,1,0,4,8943897.75,1180023,-0.2857142857142857,1.0,11.864175528782066,638849.8392857143,주의
759,11215847,자양4동,CS100006,패스트푸드점,5,12,7,1,3,8943897.75,1180023,-0.4,1.0,4.237205545993595,1788779.55,주의
760,11215847,자양4동,CS100007,치킨전문점,5,17,12,2,5,8943897.75,1180023,-0.6,1.0,4.237205545993595,1788779.55,주의
761,11215847,자양4동,CS100008,분식전문점,26,30,4,6,8,8943897.75,1180023,-0.07692307692307693,1.0,22.033468839166694,343996.0673076923,주의
762,11215847,자양4동,CS100009,호프-간이주점,47,50,3,5,10,8943897.75,1180023,-0.10638297872340426,0.9999999999999999,39.82973213233979,190295.69680851063,주의
763,11215847,자양4동,CS100010,커피-음료,74,88,14,23,22,8943897.75,1180023,0.013513513513513514,1.0,62.710642080705206,120863.4831081081,보통
